Id,SalePrice
1461,117452.18881716437
1462,151719.6190133337
1463,178521.56004179554
1464,194774.79811493278
1465,198130.8563413633
1466,172611.25920684502
1467,178444.54829019727
1468,163419.38762109415
1469,190566.25876756062
1470,118854.50769026266
1471,181114.06743947594
1472,100880.50782557314
1473,99242.96264055534
1474,151338.806407755
1475,113901.5795677405
1476,358682.5314805525
1477,252931.23246254824
1478,293110.2183639987
1479,278920.8502507309
1480,515041.09998984885
1481,325214.2064165376
1482,214415.4362523696
1483,172302.89883382144
1484,164969.75391343184
1485,183526.70174682053
1486,195925.54948020386
1487,329680.3359571594
1488,239761.36232931225
1489,185630.09323801222
1490,230707.2819531992
1491,188385.97720266573
1492,99528.07997287648
1493,181454.44127507223
1494,314237.91228127317
1495,315152.9522463254
1496,221328.3134565959
1497,177698.35649224138
1498,161422.50735844226
1499,166315.03549266118
1500,157782.22259505166
1501,170267.62210436628
1502,155705.56065680025
1503,273776.5171220015
1504,244489.1108706999
1505,228329.42369716434
1506,187672.1326615256
1507,258740.5479162617
1508,202888.1102719711
1509,154899.91708004856
1510,139679.9050208828
1511,141479.9355046007
1512,173213.8627767333
1513,141459.0099158396
1514,162891.11645859375
1515,196974.67970220707
1516,146575.34903854565
1517,156271.14753706014
1518,134537.02600601036
1519,208444.76394826503
1520,125016.20380017495
1521,125203.51538268811
1522,176541.1407621458
1523,105118.7355169119
1524,105739.38418240237
1525,115561.87681340303
1526,113013.59015435142
1527,110496.25412053453
1528,138672.2231514482
1529,134679.72818216518
1530,189642.08396836702
1531,122173.37078545756
1532,98143.97436143582
1533,134341.45998257992
1534,113986.85229571181
1535,146672.52521102046
1536,106629.80112362873
1537,86000.48583378247
1538,139501.59032554887
1539,176241.9534512982
1540,107672.5923713626
1541,135013.76210396932
1542,134901.29994184326
1543,168798.68587442557
1544,83006.64097197402
1545,102470.3822424247
1546,125201.79588382063
1547,128326.91791319537
1548,114728.22569215676
1549,110887.40201955455
1550,126590.48930366778
1551,117074.89698820973
1552,134705.85616317904
1553,136393.76089622334
1554,114793.59913502485
1555,175014.57343395657
1556,108007.75840599141
1557,110171.42966894027
1558,99566.91790054187
1559,92263.85992392946
1560,127212.9496394078
1561,124717.62974614058
1562,126972.07767946282
1563,115779.68359882342
1564,161580.78530409306
1565,151984.29880701684
1566,230013.56746752915
1567,90312.16183166357
1568,231091.5689187026
1569,141058.8194672304
1570,132385.8300088762
1571,120085.04149343233
1572,135575.2084615289
1573,207831.820957584
1574,129076.87609662602
1575,224237.27973084812
1576,240102.27639271124
1577,175338.50340460378
1578,143614.20030691783
1579,143186.90295734085
1580,195433.09548817037
1581,142640.8559572003
1582,126992.9973639263
1583,317654.46003827907
1584,228429.1654304059
1585,138216.92481537614
1586,81491.20270330223
1587,99941.97446067572
1588,130575.57747207048
1589,101185.20206008559
1590,128534.32465132826
1591,92776.4336096814
1592,119743.97319959533
1593,122329.36348428947
1594,118090.19230964367
1595,119841.60228019544
1596,219461.33184924987
1597,177786.80712181676
1598,188530.83232164205
1599,158512.83879537653
1600,160311.7525735987
1601,69762.13745012534
1602,109751.94351787728
1603,80590.53541336369
1604,241744.15626311794
1605,244442.49617949364
1606,167194.63527652583
1607,181117.14026765683
1608,217250.71866852496
1609,184668.70887660352
1610,155157.21529210024
1611,143452.73645419112
1612,166030.50848426684
1613,169869.21216522862
1614,116670.3774459012
1615,88040.73797627905
1616,85109.59184923129
1617,91785.64194074518
1618,120392.23786040086
1619,134318.33829664893
1620,188261.45563881024
1621,136669.0770767786
1622,138180.48693922051
1623,259640.1479914672
1624,205274.95714890593
1625,115813.97955685257
1626,173243.18334684466
1627,193831.75588553696
1628,275556.6661629262
1629,174889.78617215913
1630,346383.06305731204
1631,212261.59545675284
1632,237137.2252921097
1633,170264.38927288452
1634,182865.78201315273
1635,178380.91124383282
1636,159951.69401929513
1637,194357.0706567014
1638,197160.069544609
1639,184970.00102942454
1640,248510.11581357615
1641,186816.76247796015
1642,231858.2139469551
1643,225986.49289248983
1644,234264.31779562804
1645,223754.50739173876
1646,164151.21150009014
1647,165186.53417542373
1648,127298.59220607832
1649,126281.2991861607
1650,117460.03455226273
1651,121008.19736967183
1652,101775.84845951152
1653,101837.55165591114
1654,149643.26584250544
1655,143323.5888232105
1656,145279.78537269644
1657,152093.3123117439
1658,146958.21356693114
1659,122154.15000147838
1660,145886.09343139187
1661,490026.7442599938
1662,394068.9577866627
1663,368070.5625314812
1664,543023.8374535133
1665,305603.4025121056
1666,342173.58982226346
1667,364263.0251662831
1668,337304.89105622785
1669,296790.1748314259
1670,344087.2533628957
1671,274955.38623265823
1672,461181.3111775261
1673,311295.1389603277
1674,254413.7017888738
1675,202661.21382020428
1676,202111.1591276375
1677,228965.28138248666
1678,473337.1861865797
1679,380308.7108843321
1680,311569.1091349725
1681,244920.0618384752
1682,313623.8718504311
1683,202624.80252641687
1684,186452.9536806666
1685,172592.28019513222
1686,172615.41749965717
1687,171171.5967365465
1688,192758.17707951964
1689,194787.65504356506
1690,199290.76119525195
1691,189013.1831048239
1692,255242.36331674593
1693,168298.63237916183
1694,178156.24158267555
1695,168114.81360172466
1696,272110.2512076653
1697,168192.70175190904
1698,397209.9519460535
1699,332306.5597590453
1700,262317.7294543419
1701,287885.0729275288
1702,247257.02423152412
1703,251067.97511630217
1704,281224.2660902935
1705,225679.79735143244
1706,435369.74796822935
1707,200146.24225871058
1708,200567.4931076588
1709,275316.44988164434
1710,216672.67121220817
1711,267202.18182469934
1712,251583.0693105171
1713,278178.7368776109
1714,221972.15002036287
1715,200977.4530716967
1716,172680.10260856114
1717,172558.88177370498
1718,134587.34476441357
1719,197748.29903394287
1720,232200.2653534685
1721,169765.79494124814
1722,130099.36591693819
1723,162498.93981908468
1724,198392.75819309993
1725,221517.66235386505
1726,178144.96118947267
1727,153546.0306237918
1728,181842.30492700796
1729,148945.81501353174
1730,150174.69118542675
1731,119622.57864638594
1732,123235.79089327103
1733,113127.11622293358
1734,119307.78117493688
1735,126000.03331917463
1736,110532.72133530425
1737,336747.00746581034
1738,252500.47173827322
1739,286206.7842216812
1740,210310.12074966807
1741,186618.7270748648
1742,169053.49393477914
1743,183522.88488895568
1744,286486.9184865597
1745,207288.72483413952
1746,209608.10533038512
1747,221245.85826488605
1748,226507.01070242023
1749,161835.4067853542
1750,141138.36773239067
1751,252151.86865732918
1752,111171.80043006183
1753,147371.96365913085
1754,218892.50023408933
1755,164613.6948798497
1756,123760.1917181942
1757,108462.14527759187
1758,142935.83275593954
1759,157717.3275507198
1760,171557.2855275785
1761,164921.03222137678
1762,161990.47656142613
1763,164370.4377687209
1764,110965.14674305737
1765,168628.33083937757
1766,188833.44850165772
1767,225715.40712319966
1768,127729.32621667231
1769,162120.9964118302
1770,141670.82116991558
