Id,SalePrice
1461,111100.36359083863
1462,162169.92960053284
1463,179383.64299781292
1464,193400.07913896235
1465,202270.0818038305
1466,175012.60582474386
1467,181696.39537403494
1468,162350.32079296635
1469,190231.58574443
1470,123595.332123086
1471,175096.0609176187
1472,98097.59069388028
1473,94474.52298442721
1474,152535.58841564244
1475,121680.16709127826
1476,365269.57857298775
1477,254353.11283925362
1478,290489.98617175675
1479,274564.2304681674
1480,476563.9618383011
1481,321644.1728514915
1482,212811.44940249014
1483,170072.63155217192
1484,166533.61876462676
1485,181772.58591374426
1486,190963.56520977142
1487,353779.0950099526
1488,224927.25569931848
1489,196348.6260131208
1490,230301.4081865031
1491,186938.72519004837
1492,93666.66734949415
1493,192087.31465700187
1494,297314.6172889926
1495,312757.4532101675
1496,238218.2552172361
1497,175369.9391525443
1498,166628.5618953028
1499,173507.76499485795
1500,160669.07645329088
1501,164318.28595703124
1502,152353.47303899546
1503,237036.3296043982
1504,248118.08820485475
1505,227763.397579564
1506,190656.96039732534
1507,261169.10651607622
1508,206163.89059548583
1509,158311.48507114983
1510,144164.85724484475
1511,151778.73700893627
1512,169208.85165078574
1513,141273.70431748228
1514,163362.8287764807
1515,185144.85261677098
1516,146034.41976104802
1517,165045.86436274817
1518,132188.47422916364
1519,199899.81406950034
1520,130364.12696255257
1521,130063.53840693747
1522,172917.59478081856
1523,115084.26496400771
1524,109757.20684857815
1525,117757.58800620936
1526,110357.28992227462
1527,109362.04723188924
1528,145502.73324510353
1529,143826.81565328987
1530,179061.68630709907
1531,121988.08401786843
1532,92044.25826201135
1533,131142.93926177657
1534,114368.74073549245
1535,148378.911779243
1536,112308.05391572205
1537,64377.96878845011
1538,131929.31075588398
1539,157216.18781257843
1540,88243.31846164803
1541,123045.42178928816
1542,140847.39146052138
1543,180665.3742974499
1544,76735.31755492388
1545,111792.93082584415
1546,131323.0570247377
1547,121728.62280745916
1548,121126.5683072809
1549,106326.17631156831
1550,138721.46121283591
1551,102937.47464147842
1552,147891.130737284
1553,134914.9625232695
1554,118592.13706138147
1555,169016.7791706312
1556,98189.53293639222
1557,109338.72847261754
1558,102291.43666893581
1559,82642.19259616367
1560,143263.2843330959
1561,117046.43441844881
1562,133970.69983633904
1563,122567.07408728727
1564,169246.73323904525
1565,160409.80348969784
1566,232006.6772261167
1567,82790.92407694312
1568,246683.3892545169
1569,152873.84070473845
1570,131280.35738830868
1571,109741.28033753554
1572,142591.6434081076
1573,217212.40634657725
1574,131790.6416032588
1575,224258.19706285358
1576,243968.1275595934
1577,168725.79722004698
1578,163814.48459937816
1579,133704.6099247766
1580,192402.87368547326
1581,145306.83190985193
1582,132920.01515260118
1583,301570.4474567024
1584,230309.00919997584
1585,137739.30219777167
1586,68594.49379939814
1587,103678.52572461312
1588,145572.98144218753
1589,100932.06423066508
1590,131701.42371244237
1591,97759.62578830082
1592,105258.99281901115
1593,125606.9775115123
1594,115183.53062126762
1595,113951.43872106631
1596,228462.6479295366
1597,185140.00533444012
1598,190211.3265616603
1599,154852.2773343447
1600,149121.94063963272
1601,67231.1512040533
1602,119809.74160683152
1603,62641.28048987761
1604,226068.04447581916
1605,230901.39651631023
1606,162422.0749934423
1607,182056.97066515274
1608,211604.79671947373
1609,190969.429027307
1610,153306.3577906514
1611,144872.6701297764
1612,162554.52505270034
1613,161280.88496316934
1614,117062.21371180583
1615,85808.71083058295
1616,81237.161865476
1617,87038.35438676373
1618,125394.18169034908
1619,134553.7664370139
1620,188133.00689233915
1621,138677.36801807024
1622,151410.22736442593
1623,263936.7775145
1624,207459.9721212437
1625,104064.52749793165
1626,172548.24286545266
1627,191954.57716012723
1628,268844.77434267785
1629,173867.55471419982
1630,355453.13674223464
1631,216437.277578957
1632,236429.7929778892
1633,170371.40303368287
1634,180039.43579343613
1635,179738.45523524907
1636,153527.62892687324
1637,194443.3836605105
1638,193832.7433867816
1639,181994.34987603544
1640,244064.42506758956
1641,185588.6066325774
1642,234677.6832897146
1643,230920.6175682563
1644,233714.0900212764
1645,235095.24832977753
1646,167993.4836660843
1647,160341.66275599026
1648,128614.44948711825
1649,126898.99359026126
1650,114213.16034996923
1651,123124.51577066597
1652,96437.6775579327
1653,96217.3158622965
1654,155573.60752510134
1655,148065.6011147501
1656,145210.34382416372
1657,153519.78210974962
1658,149878.08360719637
1659,125692.23581036062
1660,150334.41634454162
1661,465005.6345448762
1662,411107.75749521586
1663,357697.94930155174
1664,546218.36623826
1665,288789.9982095998
1666,348883.869379948
1667,373255.5904293727
1668,327197.59809581516
1669,310486.8594502484
1670,337687.20001364575
1671,274366.0059262778
1672,438917.3655340183
1673,298479.5019648832
1674,242041.08926275582
1675,201664.16458514147
1676,206984.54149973966
1677,224655.16013478924
1678,433551.6053076033
1679,374391.3769718123
1680,332327.59191230027
1681,241773.98016987814
1682,311573.4882455263
1683,197477.2346650196
1684,194124.9270353076
1685,172480.75202618848
1686,170629.82754198628
1687,169355.6025513371
1688,183922.16663674358
1689,194326.3457517203
1690,196756.81204387563
1691,187973.71854722322
1692,247489.7149743945
1693,167145.21102205422
1694,179172.2246589236
1695,165985.8846108333
1696,280907.21355027414
1697,165425.23575326285
1698,382449.6434575586
1699,337757.2400509761
1700,269062.909888369
1701,285529.75234413944
1702,238182.27530375958
1703,240699.31810404203
1704,268138.3095984579
1705,223462.10599258757
1706,420113.83069568465
1707,206579.45680227314
1708,201490.80631276214
1709,263611.4321106855
1710,207868.03438945973
1711,283650.2852030725
1712,260303.0384946595
1713,272151.1172563708
1714,231540.95217591387
1715,204163.2164600893
1716,173462.50945343345
1717,183633.65597164215
1718,132961.62657641777
1719,196426.12157630222
1720,224398.18081338558
1721,164565.35205538478
1722,125406.20299840238
1723,157903.97022352362
1724,200608.2768757056
1725,234372.8790218414
1726,183495.33549590418
1727,150665.9609098779
1728,174825.52280037134
1729,152627.0166877764
1730,148477.78823324657
1731,121250.83849035016
1732,125080.49868224311
1733,111568.28256264719
1734,117157.2328957552
1735,126012.92237638189
1736,103961.7285973024
1737,319900.54917749605
1738,247553.19818063287
1739,255412.8149027018
1740,221147.29102150002
1741,188850.48936866695
1742,165169.12514311855
1743,184945.4700556471
1744,312253.59063790756
1745,208522.61264821675
1746,196656.40028634548
1747,236314.86281861115
1748,244324.27739514198
1749,155955.54843023748
1750,131722.17630796053
1751,255917.13373650436
1752,113942.27262552117
1753,149176.72874287525
1754,209314.83387117324
1755,169814.42137906965
1756,126432.48891781238
1757,114982.90572878472
1758,146095.23176565746
1759,146949.3380485604
1760,171074.24794458976
1761,156495.0628753084
1762,171936.4513389483
1763,171105.14857051408
1764,117901.44682787667
1765,160912.75343552307
1766,193553.95213557364
1767,215220.11213625156
1768,132357.18512468974
1769,160538.49283538523
1770,145884.23364216823
1771,117109.80683620182
1772,136415.57699665395
1773,126085.68982352702
1774,153441.9696481144
1775,132583.33529909546
1776,129524.55039746617
1777,105222.04287359194
1778,138221.35487453532
1779,123788.46792894407
1780,172818.74534553287
1781,122845.43671911584
1782,87840.15861692789
1783,152301.17443205015
1784,110062.44273434175
1785,111130.66051964593
1786,145857.5406233283
1787,154664.87752503372
1788,66020.44543993415
1789,91939.09281484573
1790,97384.33137421688
1791,187317.70902442094
1792,141242.7963080678
1793,121412.19125852622
1794,150113.82530892213
1795,132888.49038205665
1796,121008.63459597855
1797,117929.89968610487
1798,117712.21175650947
1799,112435.45130216175
1800,122270.31109074483
1801,134193.65478451079
1802,135210.29186946346
1803,146339.4063463407
1804,133586.44221242258
1805,138435.47509035544
1806,128931.25621005753
1807,127008.03658726008
1808,120217.53505496588
1809,111824.69000594688
1810,130762.81398714831
1811,64893.98191575745
1812,92842.71175058247
1813,121362.05678758981
1814,90769.28497919337
1815,61310.738921534874
1816,91846.99248147297
1817,112090.10554838514
1818,145508.83698790913
1819,128861.6828629869
1820,75111.37937880708
1821,109136.68061089158
1822,152365.22221459044
1823,51019.47660109881
1824,107385.53939711084
1825,140141.32391557994
1826,106018.46433061249
1827,100443.84993364378
1828,116239.88941043879
1829,113263.74219084825
1830,139055.4563894626
1831,128107.58646824642
1832,85654.07419228736
1833,115338.40437631242
1834,121532.36768921076
1835,114521.88852201271
1836,111079.88141563622
1837,76082.5908337677
1838,122779.35619015498
1839,103912.17418106251
1840,146023.9054493689
1841,143866.39245850645
1842,102955.58867550494
1843,126802.09031891012
1844,143942.35164780088
1845,152632.45716419374
1846,155142.32016048962
1847,171108.19518858066
1848,58120.15812281414
1849,99338.96020990155
1850,118184.34929946547
